site,url,domain_of_jobs,jobs,position,experience,location,salary,qualification_1,qualification_2,qualification_3 
karir.com,/opportunities/1218330,Operasi Ritel,SUPERVISOR STORE/ PIC (KEPALA TOKO) BUTIK FASHION Makassar,Supervisor,Setidaknya 1 tahun,Makassar,IDR 3.800.000 - 5.000.000,"

,

,

,

,
,

,

,

,
",Semuanya,Apa Saja
karir.com,/opportunities/1218331,Operasi Ritel,SUPERVISOR STORE/ PIC (KEPALA TOKO) BUTIK FASHION SAMARINDA,Supervisor,Setidaknya 1 tahun,Samarinda,IDR 3.800.000 - 5.000.000,"

,

,

,

,
,

,

,

,
",Semuanya,Apa Saja
karir.com,/opportunities/1218307,Operasi Ritel,SUPERVISOR STORE/ PIC (KEPALA TOKO) BUTIK FASHION Emporium,Supervisor,Setidaknya 1 tahun,Jakarta Utara,IDR 3.800.000 - 5.000.000,"

,

,

,

,
,

,

,

,
",Semuanya,Apa Saja
karir.com,/opportunities/1063120,Penjualan dan Pemasaran,Salesman,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Jakarta Pusat,Gaji Kompetitif,"

,
,

,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1063122,Penjualan (Teknis),Key Account Manager,"Staf Senior, Supervisor, Asisten Manajer, Asisten Manajer Senior, Manajer - Departemen",Setidaknya 1 tahun,Jakarta Pusat,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1067034,Administrasi,Administrasi,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Jakarta Pusat,Gaji Kompetitif,"

,
,

,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1067051,Penjualan (Non-Teknis),Sales Supervisor,Supervisor,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"

,
,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1069131,Resepsionis,Receptionist,"Pemula / Staf, Staf Senior",0 tahun pengalaman,Jakarta Pusat,Gaji Kompetitif,"

,
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1069132,"Akuntansi, Keuangan",Staff Accounting,"Pemula / Staf, Staf Senior",0 tahun pengalaman,Jakarta Pusat,Gaji Kompetitif,"

,
,

,
",Akuntansi,"Diploma, Sarjana/S1"
karir.com,/opportunities/1069134,Operasi Gudang,Staff Warehouse - Tangerang,"Pemula / Staf, Staf Senior",0 tahun pengalaman,Tangerang,Gaji Kompetitif,"

,
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1069135,Merchandiser,Merchandiser,"Pemula / Staf, Staf Senior",0 tahun pengalaman,Jakarta Pusat,Gaji Kompetitif,"

,
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1073134,"Akuntansi, Keuangan and others",Staff Accounting,"Pemula / Staf, Staf Senior, Supervisor",Setidaknya 0 tahun,Jakarta Barat,Gaji Kompetitif,"
,
",Akuntansi,SLTA
karir.com,/opportunities/1073135,Penjualan dan Pemasaran,Key Account Executive (Industri Makanan & Minuman),"Pemula / Staf, Staf Senior, Supervisor",Setidaknya 2 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1073136,Administrasi and others,Staff Administrasi,"Pemula / Staf, Staf Senior, Supervisor",Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Administrasi Bisnis (Keuangan), Administrasi Bisnis (Manajemen), Administrasi Pendidikan",SLTA
karir.com,/opportunities/1226270,Operator,Operator Lift,Tidak Disebutkan,Setidaknya 0 tahun,Semarang,IDR 1.000.000 - 2.000.000,"

,

,
,
",Lainnya,SLTA
karir.com,/opportunities/1218303,Operasi Ritel,SUPERVISOR STORE/ PIC (KEPALA TOKO) BUTIK FASHION,Supervisor,Setidaknya 1 tahun,Apa saja,IDR 3.800.000 - 5.000.000,"

,

,

,

,
,

,

,

,
",Semuanya,Apa Saja
karir.com,/opportunities/1218305,Operasi Ritel,SUPERVISOR STORE/ PIC (KEPALA TOKO) BUTIK FASHION BINTARO,Supervisor,Setidaknya 1 tahun,Tangerang,IDR 3.800.000 - 5.000.000,"

,

,

,

,
,

,

,

,
",Semuanya,Apa Saja
karir.com,/opportunities/1055634,Administrasi,Administrasi Import,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"

,

,

,
,

,

,

,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1031213,Operasi Gudang,Staff Gudang,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Tangerang,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1031214,Penjualan dan Pemasaran,Salesman,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1033395,Administrasi,Staff Administrasi Penjualan,"Pemula / Staf, Staf Senior",0 tahun pengalaman,Jakarta,Gaji Kompetitif,"

,

,
,

,
",Semuanya,SLTA
karir.com,/opportunities/1033398,"Akuntansi, Keuangan",Staff Accounting / Finance,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Jakarta,Gaji Kompetitif,"

,

,

,

,
,

,

,
",Akuntansi,SLTA
karir.com,/opportunities/1038223,Administrasi,  Staff Adminstrasi Penjualan,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1038224,"Akuntansi, Keuangan",Staff Accounting/Finance,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Jakarta,Gaji Kompetitif,"
,
",Akuntansi,"SLTA, Diploma"
karir.com,/opportunities/1038226,"Akuntansi, Keuangan",Kasir,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1042312,Administrasi,Staff Adminstrasi Penjualan,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1042313,"Akuntansi, Keuangan",Staff Accounting/Finance,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1042314,Operasi Restoran,Kasir,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1047774,Penjualan dan Pemasaran,Salesman,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1047775,Administrasi,Administrasi Penjualan,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1047776,"Akuntansi, Keuangan",Staff Accounting,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Jakarta,Gaji Kompetitif,"
,
",Akuntansi,"SLTA, Diploma"
karir.com,/opportunities/1047778,Administrasi,Administrasi Gudang,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Tangerang,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1223125,Administrasi and others,Internship HRGA,Pemula / Staf,Setidaknya 0 tahun,Jawa Tengah,Gaji Kompetitif,"

,

,

,
,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1223418,Administrasi,ADMIN WAREHOUSE,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"

,

,
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1085507,General Management and others,SOP Development Staff,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,DKI-Jakarta,IDR 5.500.000 - 6.500.000,"
,

,
","Akuntansi, Teknik Industri, Teknik Informatika, Manajemen Informatika, Manajemen","Diploma, Sarjana/S1"
karir.com,/opportunities/1085508,General Management and others,SOP Compliance Officer,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,DKI-Jakarta,IDR 5.500.000 - 6.500.000,"
,
","Akuntansi, Teknik Industri, Teknik Informatika, Manajemen Informatika, Manajemen","Diploma, Sarjana/S1"
karir.com,/opportunities/1215722,Sumber Daya Manusia,Recruitment Senior Staff,Staf Senior,Setidaknya 2 tahun,DKI-Jakarta,IDR 5.000.000 - 6.000.000,"

,
,

,

,

,
",Psikologi,Sarjana/S1
karir.com,/opportunities/1216323,Resepsionis,Receptionist (Jakarta Utara),Pemula / Staf,Setidaknya 1 tahun,Jakarta Utara,IDR 3.648.035 - 3.940.973,"

,
,

,

,
",Semuanya,Apa Saja
karir.com,/opportunities/1216327,Administrasi,Sales Administration Officer (Jakarta Selatan),"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Jakarta Selatan,IDR 3.648.035 - 4.200.000,"

,
,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1217648,Penjualan (Teknis),Marketing Property (Jakarta Barat),"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Jakarta Barat,IDR 3.100.000 - 7.000.000,"

,

,

,
,

,
",Semuanya,Apa Saja
karir.com,/opportunities/1222664,Pengembangan Bisnis,Business Analyst Manager,Manajer - Departemen,Setidaknya 5 tahun,Jakarta Utara,Gaji Kompetitif,"

,
,

,

,

,
",Semuanya,"Sarjana/S1, Master/S2"
karir.com,/opportunities/1220740,"Teknik, Lainnya",Staff Produksi,Pemula / Staf,Setidaknya 0 tahun,Riau,IDR 3.000.000 - 3.500.000,"

,
,
","Teknik Elektro, Teknik Industri, Teknik Mesin, Teknik Sipil","Diploma, Sarjana/S1"
karir.com,/opportunities/1073923,"Teknik, Perangkat Lunak",Programmer,Staf Senior,Setidaknya 0 tahun,Jakarta Selatan,Gaji Kompetitif,"
,
",Ilmu Komputer,Sarjana/S1
karir.com,/opportunities/1073735,Manajemen Operasional,Capability Building Partner (CODE : CBP),"Pemula / Staf, Staf Senior, Supervisor",Setidaknya 3 tahun,Bogor,Gaji Kompetitif,"
,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1073732,Penjualan dan Pemasaran,Area Sales Officer & Bulk Sales Officer,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1217288,Administrasi,Recruitment Officer,Staf Senior,Setidaknya 0 tahun,Riau,IDR 3.000.000 - 3.100.000,"

,
,
",Psikologi,Sarjana/S1
karir.com,/opportunities/1222251,Quality Control (QC) and others,Staff Quality Control,Pemula / Staf,Setidaknya 1 tahun,Karanganyar,Gaji Kompetitif,"
,
","Teknologi Pangan, Teknik Kimia","SLTA, Diploma"
karir.com,/opportunities/1222033,Penjualan (Teknis) and others,Sales Counter - Jakarta,Pemula / Staf,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"

,

,

,

,

,

,

,

,

,

,

,
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1226261,Sumber Daya Manusia,Learning and development Supervisor,Supervisor,Setidaknya 5 tahun,DKI-Jakarta,Gaji Kompetitif,,Lainnya,Sarjana/S1
karir.com,/opportunities/1083005,Magang and others,Internship Telemarketing (KAR - TEL),Pemula / Staf,Setidaknya 0 tahun,Jakarta Selatan,IDR 1.500.000 - 2.000.000,"

,
,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1083006,Magang and others,Internship Telemarketing (KAR - TEL),Pemula / Staf,Setidaknya 0 tahun,Jakarta Selatan,IDR 1.500.000 - 2.000.000,"

,
,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1083007,Magang and others,Internship Telemarketing (KAR - TEL),Pemula / Staf,Setidaknya 0 tahun,Jakarta Selatan,IDR 1.500.000 - 2.000.000,"

,
,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1226264,Penjualan (Teknis),Credit Marketing Officer (KAR - CMO) Tulung Agung,Pemula / Staf,Setidaknya 0 tahun,Tulungagung,Gaji Kompetitif,"

,

,

,

,

,

,
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1081922,Manufaktur dan Produksi,MANUFACTURE MANAGER,Manajer - Departemen,Setidaknya 5 tahun,Bogor,Gaji Kompetitif,"

,
,

,

,

,

,

,

,

,

,

,

,

,
","Teknik Elektro, Teknik Industri, Teknik Mesin",Sarjana/S1
karir.com,/opportunities/1216150,Resepsionis,Receptionist,Pemula / Staf,Setidaknya 1 tahun,Bogor,IDR 3.800.000 - 4.200.000,"
,

,
","Administrasi Bisnis (Manajemen), Bahasa Inggris, Sekretaris",SLTA
karir.com,/opportunities/1217915,"Akuntansi, Keuangan",FINANCE SUPERVISOR,Supervisor,Setidaknya 5 tahun,Bogor,IDR 6.000.000 - 7.000.000,"

,

,
,
",Akuntansi,Sarjana/S1
karir.com,/opportunities/1223618,Konsultan,"HEALTH, SAFETY & ENVIRONMENT MANAGEMENT SYSTEM CONSULTANT","Pemula / Staf, Staf Senior, Supervisor",Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,"

,

,
,
","Teknik Industri, Teknik Kimia",Sarjana/S1
karir.com,/opportunities/1218841,Konsultan,KONSULTAN SENIOR K3,"Asisten Manajer, Asisten Manajer Senior, Manajer - Departemen, Manajer - Cabang/Regional",Setidaknya 6 tahun,DKI-Jakarta,Gaji Kompetitif,"

,

,
,
","Kesehatan Masyarakat, Teknik Biomedis",Sarjana/S1
karir.com,/opportunities/1223416,Manajemen Merk / Produk and others,QUALITY MANAGEMENT SYSTEM CONSULTANT,"Manajer - Departemen, Manajer - Cabang/Regional, Manajer Senior",Setidaknya 5 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Teknik Elektro, Teknik Industri, Teknik Mesin",Sarjana/S1
karir.com,/opportunities/1223417,Penjualan dan Pemasaran,Marketing Promotion,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"

,

,
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1221808,Pengembangan Bisnis,TEAM LEADER STORE,Pemula / Staf,Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,"

,

,

,
,

,

,

,

,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1226228,Pemasaran (Teknis) and others,Digital Marketing,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Ilmu Komputer, Ilmu Komunikasi, Teknik Informatika","Diploma, Sarjana/S1"
karir.com,/opportunities/1226229,Kolektor,Field Collection (KAR - FC) Surabaya,Pemula / Staf,Setidaknya 0 tahun,Surabaya,Gaji Kompetitif,"

,

,

,

,

,

,

,

,
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1226231,Pemasaran (Teknis) and others,Marketing Executive,Staf Senior,Setidaknya 2 tahun,DKI-Jakarta,IDR 5.000.000 - 10.000.000,,"Administrasi Bisnis (Manajemen), Ekonomi","Diploma, Sarjana/S1"
karir.com,/opportunities/1226250,Penjualan (Teknis),Credit Marketing Officer (KAR - FC) Tuban,Pemula / Staf,Setidaknya 0 tahun,Tuban,Gaji Kompetitif,"

,

,

,

,

,

,
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1226255,Pemasaran (Teknis) and others,Marketing Executive Area Denpasar,Staf Senior,Setidaknya 2 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1226254,Pemasaran (Teknis) and others,Marketing Executive Area Jakarta,Staf Senior,Setidaknya 2 tahun,Bali,Gaji Kompetitif,"
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1226257,Layanan Pelanggan and others,DSR EDC BANK SWASTA,"Pemula / Staf, Staf Senior, Supervisor",Setidaknya 0 tahun,Pangkalpinang,IDR 2.000.000 - 6.000.000,"
,
,
,
,
,
,
,
,
,
,
,- Melakukan kunjungan ke Merchant",Semuanya,SLTA
karir.com,/opportunities/1220300,Manufaktur dan Produksi and others,Purchasing and PPIC Officer,"Pemula / Staf, Staf Senior",Setidaknya 3 tahun,Semarang,Gaji Kompetitif,"
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1224190,Operator,LAS ARGON,Pemula / Staf,Setidaknya 1 tahun,Jawa Tengah,IDR 2.498.587 - 4.500.000,"

,

,

,
,
",Lainnya,SLTA
karir.com,/opportunities/1220899,Pemasaran (Teknis),SALES EXECUTIVE,Pemula / Staf,Setidaknya 2 tahun,Jakarta Utara,Gaji Kompetitif,"

,
,

,

,

,
",Manajemen,Sarjana/S1
karir.com,/opportunities/1220916,Administrasi,STAFF ADMIN LOGISTIC,Pemula / Staf,Setidaknya 3 tahun,Jakarta Utara,IDR 3.900.000 - 4.300.000,"

,

,
,

,

,

,

,
",Administrasi Bisnis (Manajemen),SLTA
karir.com,/opportunities/1220952,Pemasaran (Teknis),SALES MODERN CHANNEL,Pemula / Staf,Setidaknya 0 tahun,Jakarta Utara,Gaji Kompetitif,"

,
,

,

,

,
",Manajemen,Sarjana/S1
karir.com,/opportunities/1221446,Penjualan dan Pemasaran,BRANCH MANAGER SOLO,Manajer - Departemen,Setidaknya 5 tahun,Solo,Gaji Kompetitif,"

,
,

,

,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1221448,Penjualan dan Pemasaran,BRANCH MANAGER CIREBON,Manajer - Departemen,Setidaknya 5 tahun,Cirebon,IDR 10.000.000 - 15.000.000,"

,

,
,

,

,

,

,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1080560,Penjualan (Teknis),Credit Marketing Officer (KAR - CMO) Purbalingga,Pemula / Staf,Setidaknya 0 tahun,Purbalingga,Gaji Kompetitif,"

,

,

,

,

,

,

,
,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1080137,Kolektor,Field Collection (KAR - FC) Purwokerto,Pemula / Staf,Setidaknya 0 tahun,Purwokerto,Gaji Kompetitif,"

,

,

,

,

,

,

,

,
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1075208,Penjualan (Teknis),Credit Marketing Officer ( KAR - CMO) Purwokerto,Pemula / Staf,Setidaknya 0 tahun,Purwokerto,IDR 1.600.000 - 1.900.000,"

,

,

,

,

,

,

,
,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1080573,Kolektor,Credit Marketing Officer (KAR - CMO) Purworejo,Pemula / Staf,Setidaknya 0 tahun,Purworejo,IDR 1.600.000 - 1.900.000,"

,

,

,

,

,

,

,
,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1074983,Kolektor,Field Collection (KAR - FC) Yogyakarta,Pemula / Staf,Setidaknya 0 tahun,Yogyakarta,Gaji Kompetitif,"

,

,

,

,

,

,

,

,
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1074563,Penjualan (Teknis),Credit Marketing Officer (KAR - CMO) Yogyakarta,Pemula / Staf,Setidaknya 0 tahun,Yogyakarta,Gaji Kompetitif,"

,

,

,

,

,

,

,
,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1226223,Periklanan / Promosi and others,Graphic Designer,Pemula / Staf,Setidaknya 0 tahun,Jakarta Selatan,Gaji Kompetitif,"

,

,

,

,
,
","Seni dan Desain, Desain Komunikasi Visual","Diploma, Sarjana/S1"
karir.com,/opportunities/1226224,Penjualan dan Pemasaran,Sales Counter,"Pemula / Staf, Supervisor",Setidaknya 0 tahun,Bandung,Gaji Kompetitif,"

,

,

,

,

,

,
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1084634,Pemasaran (Teknis) and others,MARKETING EXECUTIVE (BANDUNG),"Pemula / Staf, Staf Senior",Setidaknya 2 tahun,Bandung,Gaji Kompetitif,"

,
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1084638,"Akuntansi, Keuangan and others",FINANCE & ACCOUNTING JUNIOR MANAGER,Supervisor,Setidaknya 3 tahun,Bandung,Gaji Kompetitif,"
,
",Akuntansi,Sarjana/S1
karir.com,/opportunities/1084657,Pemasaran (Teknis),DESIGN INTERIOR MARKETING (BANDUNG),"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Bandung,Gaji Kompetitif,"
,
","Arsitektur, Desain Interior","Diploma, Sarjana/S1"
karir.com,/opportunities/1226226,"TI, Programmer",Back End Developer,Staf Senior,Setidaknya 2 tahun,DKI-Jakarta,Gaji Kompetitif,,Teknik Informatika,Sarjana/S1
karir.com,/opportunities/1226227,Pemasaran (Teknis),DESIGN INTERIOR MARKETING (DENPASAR),"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Denpasar,IDR 3.000.000 - 6.000.000,"
,
","Arsitektur, Desain Interior","Diploma, Sarjana/S1"
karir.com,/opportunities/1080561,Kolektor,Field Collection (KAR - FC) Purbalingga,Pemula / Staf,Setidaknya 0 tahun,Purbalingga,IDR 1.700.000 - 2.000.000,"

,

,

,

,

,

,

,

,
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1080563,Kolektor,Field Collection (KAR - FC) Banjarnegara,Pemula / Staf,Setidaknya 0 tahun,Banjarnegara,Gaji Kompetitif,"

,

,

,

,

,

,

,
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
